etab_id,nom,localite,region,prefecture,commune,canton,categorie,categorie_source,statut_source,statut_groupe,jours_ouverture,nb_jours_ouverture,ouvert_samedi,ouvert_dimanche,jours_renseignes,lon,lat,unite_commune,prefecture_geom,coherence_geo
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447e,BTCI Amadahome,Amadahome,Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque,Banque,Nsp,Statut non renseigné ou ambigu,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1654270638510162,6.203541360604255,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447d,FUCEC Togo Afagnan,Awassi Onorio,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.6271233333333333,6.4957666666666665,Bas-Mono 1,Bas-Mono,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447c,Mutuelle Dignite Humaine,Djagble,Maritime,Zio,Zio 1,Abobo,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.287165,6.2662249999999995,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447b,Mutuelle Le Roc,Ablota,Maritime,Zio,Zio 1,Abobo,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.3728760724747087,6.239534103539881,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-447a,FUCEC-Togo,Adidogome,Maritime,Golfe,Golfe 5,Aflao-Gakli,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1690136321572586,6.183478641263159,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4479,CIF Assurance-vie,Adidoadin,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Assurance,Assurance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1895305475058346,6.206187504803494,Agoè-Nyivé 1,Agoè-Nyivé,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4478,BTCI Baguida,BAGUIDA,Maritime,Golfe,Golfe 6,Baguida,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.3381952574322604,6.167495664668762,Golfe 6,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4477,Microfinance Millenium Totsi,Totsi,Maritime,Golfe,Golfe 5,Aflao-Gakli,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1866806869108153,6.197077790836492,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4476,BTCI Agbalepedogan,Agbalepedogan,Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque,Banque,Nsp,Statut non renseigné ou ambigu,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.2007360347995675,6.197624349044445,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4475,COOPAD Djagblé,Djagble,Maritime,Zio,Zio 1,Djagblé,Micro-finance,Micro-Finance,Utilisé,En activité,Non renseigné,0,False,False,False,1.282792090426032,6.254119620863774,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4474,SUNU Bank Yata,YATA,Plateaux,Ogou,Ogou 1,Gnagna,Banque,Banque,Fermé,Déclaré non opérationnel,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1403786980788655,7.519636195213213,Ogou 1,Ogou,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4473,Mutuelle Meci,Djagble,Maritime,Zio,Zio 1,Djagblé,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.2835601090271076,6.256053905261389,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4472,Direction générale Siab Togo,Adawlato,Maritime,Golfe,Golfe 4,Amoutivé,Banque,Banque,Utilise,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.22458742066699,6.123606099488691,Golfe 4,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4471,UCMECF To Point de Agbandji,Agbandji,Centrale,Blitta,Blitta 2,Agbandi,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1345633333333334,8.227016666666666,Blitta 2,Blitta,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4470,FUCEC Togo Agence Pagala,Pagala Gare,Centrale,Blitta,Blitta 1,Pagala-Gare,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9754058150753561,8.178073750269546,Blitta 1,Blitta,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446f,Mutuelle Le President Microfinance Sa,Aveta,Maritime,Zio,Zio 1,Abobo,Mutuelle,Mutuelle,{autre},Statut non renseigné ou ambigu,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.2919633333333334,6.270525,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446e,FUCEC-togo Agence Vakpossito,Telessou,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Micro-finance,Micro-Finance,Nsp,Statut non renseigné ou ambigu,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1693257332827622,6.218002102046497,Agoè-Nyivé 3,Agoè-Nyivé,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446d,UTB Agence Totsi,Totsi,Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1875630239819002,6.196495010626283,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446c,CECAV Gbama Kope,Gbama Cope,Maritime,Zio,Zio 1,Djagblé,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.2635966666666665,6.260861666666667,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446b,COOPEC Fidelite,Adidogome,Maritime,Golfe,Golfe 5,Aflao-Gakli,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1817190932930046,6.175686110238065,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-446a,Mutuelle ASJD Totsi,Totsi,Maritime,Golfe,Golfe 5,Aflao-Gakli,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1876890867899137,6.1953512742015,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4469,CEC Tso Nakle,Gbleta,Maritime,Bas-Mono,Bas-Mono 1,Afagnan-Gbléta,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.6155766666666664,6.494128333333333,Bas-Mono 1,Bas-Mono,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4468,Fidelia Assurance Agbalepedogan,Agbalepedogan,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Assurance,Assurance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1955433333333334,6.201101666666667,Agoè-Nyivé 1,Agoè-Nyivé,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4467,Fonds Communautaire Pour Le Developpement,Elevagnon Kleve,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Mutuelle,Mutuelle,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1686083442527062,6.2190883839568425,Agoè-Nyivé 3,Agoè-Nyivé,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4466,COOPEC AD Djagblé,Djagble,Maritime,Zio,Zio 1,Djagblé,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.2842417099879921,6.259451822949494,Zio 1,Zio,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4465,COMEC Sokode,KOMAH,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1351699999999996,8.97086166666667,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4464,BTCI Sokode,SOKODÉ,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.138942413350057,8.988671205880385,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4463,SPT Djarkpanga,AChantinewtown,Centrale,Mô,Mô 1,Djarkpanga,Banque,Banque,Inacheve,Déclaré non opérationnel,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.5640999999999995,8.78293666666667,Mô 1,Mô,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4462,COOPEC Plaine de Mo,Djarkpanga,Centrale,Mô,Mô 1,Djarkpanga,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,0.5628950000000001,8.784271666666665,Mô 1,Mô,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4461,Microfinance Amitie Entre les Peuples,LAO,Centrale,Mô,Mô 2,Tindjasse,Micro-finance,Micro-Finance,Utilisé,En activité,Mar–Mer–Jeu–Ven–Sam,5,True,False,True,0.4636942079689802,8.65053963279447,Mô 2,Mô,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4460,WAGES Hahotoe,HAHOTOE,Maritime,Vo,Vo 4,Hahotoé,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.4174033333333325,6.3653716666666655,Vo 4,Vo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445f,COOPEC Gaiete de Sokode,Quartier administratif,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Mar–Mer–Jeu–Ven–Sam,5,True,False,True,1.1374168660464508,8.97894905470748,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445e,COOPEC AD de Sokode,TCHAWANDA,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1361540914462493,8.988323631561128,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445d,ECOBANK Sokode,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.139305810376904,8.988453533954205,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445c,Banque Atlantique Sokodé,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1397067101565963,8.987417421356668,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445b,BSIC Sokode,Sokode,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1380730622757838,8.990393746191828,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-445a,SPT Sokode,ZONGO,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1403784361468559,8.985052292635878,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4459,ORABANK Sokode,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.135012120185726,8.988120159300394,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4458,BOA Sokodé,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.139422366260735,8.9881736394278,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4457,Mutuelle Tibi de Sokode,ZONGO,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.138538662480204,8.989627972962895,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4456,SUNU Bank Akodessewa,AKODESSEWA,Maritime,Golfe,Golfe 1,Bè-Est,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.2409790321902656,6.140851224019129,Golfe 1,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4455,WAGES Sokode,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1408407635574265,8.987919380169773,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4454,URCLEC Sokode,KPANGALAM,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1356097,9.009038100000001,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4453,CORIS Bank Sokode,Sokode,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1383449999999995,8.98977666666667,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4452,Direction URCLEC Sokode,Kpangalam,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1400340808462006,9.02536056426368,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4451,FUCEC Togo Djayowoa,Djayewoa,Centrale,Tchamba,Tchamba 1,Tchamba,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.414178333333333,9.022271666666668,Tchamba 1,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4450,UTB Tchamba,ZONGO,Centrale,Tchamba,Tchamba 1,Tchamba,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam–Dim,7,True,True,True,1.4158900000000003,9.028351666666667,Tchamba 1,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444f,URCLEC Iyiwa,Iyiwa,Centrale,Tchamba,Tchamba 1,Tchamba,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.4149033333333332,9.022533333333334,Tchamba 1,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444e,UCMECF-TO Tchamba,Forêt chance,Centrale,Tchamba,Tchamba 1,Tchamba,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.4225500000000004,9.025471666666665,Tchamba 1,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444d,COOPEC ADESEM Forêt chance,Forêt chance,Centrale,Tchamba,Tchamba 1,Tchamba,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.42318,9.026513333333334,Tchamba 1,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444c,COOPEC ADESEM Djama,Djama,Centrale,Tchamba,Tchamba 3,Kaboli,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.5851316666666668,8.751820000000002,Tchamba 3,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444b,FUCEC Togo Guimegue,Guimegue,Centrale,Tchamba,Tchamba 3,Kaboli,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.5953733333333329,8.74755833333334,Tchamba 3,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-444a,URCLEC Adja,Adja,Centrale,Tchamba,Tchamba 3,Kaboli,Micro-finance,Micro-Finance,Utilisé,En activité,Mar–Mer–Jeu–Ven–Sam,5,True,False,True,1.5936216666666667,8.749235,Tchamba 3,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4449,WAGES Takete,TAKETE,Centrale,Tchamba,Tchamba 3,Kaboli,Micro-finance,Micro-Finance,Utilisé,En activité,Mar–Mer–Jeu–Ven–Sam,5,True,False,True,1.5930166666666665,8.74731333333333,Tchamba 3,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4448,FUCEC Togo Bassegue,Bassegue,Centrale,Tchamba,Tchamba 2,Koussountou,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.5183449999999998,8.832591666666668,Tchamba 2,Tchamba,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4447,CMECF Sokode,SOKODE,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1372728118047162,8.987489146711019,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4446,COOPEC ADESEM Sokodé,Sokode,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.1346216666666666,8.98726,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4445,ORABANK Nyékonakpoè,Nyékonakpoè,Maritime,Golfe,Golfe 4,Amoutivé,Banque,Banque,Néant,Statut non renseigné ou ambigu,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.2137183333333335,6.130093333333335,Golfe 4,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4444,SUNU Bank Sokodé,Sokodé,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1362916666666667,8.973838333333331,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4443,SUNU Bank Sotouboua,"Sotouboua, Sondè",Centrale,Sotouboua,Sotouboua 1,Sotouboua,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.978938333333334,8.56456,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4442,UTB de Sotouboua,Sondè,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9762098228790849,8.561324711379944,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4441,COOPEC AD Avepozo,AVEPOZO,Maritime,Golfe,Golfe 6,Baguida,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.3508488315358567,6.171477392594488,Golfe 6,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4440,ORABANK de Sotouboua,SOTOUBOUA SONDE,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9751685688305068,8.560778211422667,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443f,Banque Atlantique Adidoadin,TOTSI ADIDOADIN,Maritime,Golfe,Golfe 5,Aflao-Gakli,Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1882127801715372,6.199797610560822,Golfe 5,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443e,COOPEC AD Adidogome Madiba,MADIBA,Maritime,Golfe,Golfe 7,Aflao-Sagbado,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.148209999999999,6.200311666666667,Golfe 7,Golfe,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443d,WAGES M'heza de Sotouboua,SOTOUBOUA LAW WAYI,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Ven,4,False,False,True,0.9795333333333334,8.565854999999999,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443c,FUCEC Togo de Sotouboua,Lawaye,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9839933333333336,8.561128333333334,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443b,URCLEC de Sotouboua,Lawaye,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,0.9833055591689458,8.561717960817296,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-443a,Mutuelle Tibi de Sotouboua,Sondè,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,0.9745066666666669,8.561853333333337,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4439,UTB Sokodé,KOMAH 1,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Banque,Banque,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.1397479376919393,8.984248081094423,Tchaoudjo 1,Tchaoudjo,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4438,CMECF Sotouboua,SOTOUBOUA,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9812148591194516,8.563263675313134,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4437,CECO COOP de Sotouboua,SOTOUBOUA,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,0.9702683333333327,8.555911666666669,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4436,FUCEC Togo Adjengre,ADJENGRE,Centrale,Sotouboua,Sotouboua 2,Adjengré,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.0179816666666672,8.66349,Sotouboua 2,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4435,CMECF-sotouboua,Tchébébe,Centrale,Sotouboua,Sotouboua 3,Tchébébé,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,0.99136,8.430226666666668,Sotouboua 3,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4434,Club Entraide Sans Frontière Microfinance,Sotouboua,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,0.9762896155194898,8.560861225625931,Sotouboua 1,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4433,COOPEC ADESEM de ADjengre,N/a,Centrale,Sotouboua,Sotouboua 2,Adjengré,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven–Sam,6,True,False,True,1.020245,8.669360000000003,Sotouboua 2,Sotouboua,Concordant
_mview_finance_etablissements_banque.fid-7b1c8a4a_1943cbfe119_-4432,Caisse Mutuelle d'épargne et de Crédit Pour Les Femmes du Togo de ADjengre,Zongo,Centrale,Sotouboua,Sotouboua 2,Adjengré,Micro-finance,Micro-Finance,Utilisé,En activité,Lun–Mar–Mer–Jeu–Ven,5,False,False,True,1.0196982050820533,8.658409391833956,Sotouboua 2,Sotouboua,Concordant
